sequence	product	product_order	codon	OL_category	variability	N_sites	S_sites	N_diffs	S_diffs
SARSCOV2	ORF1ab	1	1445	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1446	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1447	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1448	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1449	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1450	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1451	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1452	NOL	polymorphic	2	1	0	5.037783375e-4
SARSCOV2	ORF1ab	1	1453	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1454	NOL	polymorphic	1.999664232	0.9995802904	5.035246088e-4	0
SARSCOV2	ORF1ab	1	1455	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1456	NOL	polymorphic	2	1	0	0.001510573443
SARSCOV2	ORF1ab	1	1457	NOL	polymorphic	2.332745444	0.6664986982	0	0
SARSCOV2	ORF1ab	1	1458	NOL	polymorphic	2.666666667	0.3333333333	0.001007302946	0
SARSCOV2	ORF1ab	1	1459	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1460	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1461	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1462	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1463	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1464	NOL	polymorphic	1.667589331	1.331655762	0.002011058287	0
SARSCOV2	ORF1ab	1	1465	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1466	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1467	NOL	polymorphic	2.166792358	0.833207642	5.027652086e-4	0
SARSCOV2	ORF1ab	1	1468	NOL	polymorphic	1.997987928	0.9989939638	0	0
SARSCOV2	ORF1ab	1	1469	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1470	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1471	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1472	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1473	NOL	polymorphic	2	1	0.001005277581	5.027652086e-4
SARSCOV2	ORF1ab	1	1474	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1475	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1476	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1477	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1478	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1479	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1480	NOL	polymorphic	2	1	5.031446541e-4	0
SARSCOV2	ORF1ab	1	1481	NOL	polymorphic	2.666666667	0.3333333333	5.031446541e-4	0
SARSCOV2	ORF1ab	1	1482	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1483	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1484	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1485	NOL	polymorphic	2	1	0	0.001508674308
SARSCOV2	ORF1ab	1	1486	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1487	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1488	NOL	polymorphic	2	1	5.030181087e-4	0
SARSCOV2	ORF1ab	1	1489	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1490	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1491	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1492	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1493	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1494	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1495	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1496	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1497	NOL	polymorphic	2	1	0.001006036217	0
SARSCOV2	ORF1ab	1	1498	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1499	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1500	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1501	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1502	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1503	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1504	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1505	NOL	polymorphic	2.333249497	0.666750503	5.030181087e-4	5.030181087e-4
SARSCOV2	ORF1ab	1	1506	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1507	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1508	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1509	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1510	NOL	polymorphic	2	1	0	5.030181087e-4
SARSCOV2	ORF1ab	1	1511	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1512	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1513	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1514	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1515	NOL	polymorphic	2.002012072	0.9979879276	0.006019513306	5.030181087e-4
SARSCOV2	ORF1ab	1	1516	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1517	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1518	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1519	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1520	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1521	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1522	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1523	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	1524	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1525	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1526	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1527	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1528	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1529	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1530	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	1531	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1532	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1533	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1534	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1535	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1536	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1537	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1538	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1539	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1540	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1541	NOL	polymorphic	2	1	5.028916269e-4	0
SARSCOV2	ORF1ab	1	1542	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1543	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1544	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1545	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1546	NOL	conserved	1.666666667	1.333333333	0	0
SARSCOV2	ORF1ab	1	1547	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1548	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1549	NOL	polymorphic	2.666666667	0.3333333333	0.00150791599	0
SARSCOV2	ORF1ab	1	1550	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1551	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1552	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1553	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1554	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1555	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1556	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1557	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1558	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1559	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1560	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1561	NOL	polymorphic	2.000167588	0.9998324116	5.027652086e-4	0
SARSCOV2	ORF1ab	1	1562	NOL	polymorphic	2.333333333	0.6666666667	0	5.027652086e-4
SARSCOV2	ORF1ab	1	1563	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	1564	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1565	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1566	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1567	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1568	NOL	polymorphic	2.332746774	0.6664990783	0	0
SARSCOV2	ORF1ab	1	1569	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1570	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1571	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1572	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1573	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1574	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1575	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1576	NOL	polymorphic	2.665828725	0.3334171275	5.026387904e-4	0
SARSCOV2	ORF1ab	1	1577	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1578	NOL	polymorphic	2.665996313	0.3332495391	0	0
SARSCOV2	ORF1ab	1	1579	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1580	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1581	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1582	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1583	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1584	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	1585	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1586	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1587	NOL	polymorphic	2.000083836	0.9999161636	5.030181087e-4	0
SARSCOV2	ORF1ab	1	1588	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1589	NOL	polymorphic	2.000083836	0.9999161636	5.030181087e-4	0
SARSCOV2	ORF1ab	1	1590	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1591	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1592	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1593	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1594	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1595	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1596	NOL	polymorphic	1.999916185	1.000083815	5.028916269e-4	5.028916269e-4
SARSCOV2	ORF1ab	1	1597	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1598	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1599	NOL	polymorphic	2.33433937	0.6656606304	0.006019513306	0
SARSCOV2	ORF1ab	1	1600	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1601	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1602	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1603	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1604	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1605	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1606	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1607	NOL	polymorphic	2.332830315	0.6671696848	0.003014312289	0
SARSCOV2	ORF1ab	1	1608	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1609	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1610	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1611	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1612	NOL	polymorphic	2.000083857	0.9999161426	5.031446541e-4	0
SARSCOV2	ORF1ab	1	1613	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1614	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1615	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1616	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1617	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1618	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1619	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1620	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1621	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1622	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1623	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1624	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1625	NOL	polymorphic	2.666666667	0.3333333333	0	5.028916269e-4
SARSCOV2	ORF1ab	1	1626	NOL	polymorphic	2.001173414	0.9988265862	0.007017463089	0
SARSCOV2	ORF1ab	1	1627	NOL	polymorphic	1.667001928	1.332998072	0	0.00100553029
SARSCOV2	ORF1ab	1	1628	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1629	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1630	NOL	polymorphic	2.666666667	0.3333333333	0	5.028916269e-4
SARSCOV2	ORF1ab	1	1631	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1632	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1633	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1634	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1635	NOL	polymorphic	2	1	0	5.028916269e-4
SARSCOV2	ORF1ab	1	1636	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1637	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1638	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1639	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1640	NOL	polymorphic	2	1	0.001508421917	0
SARSCOV2	ORF1ab	1	1641	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1642	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1643	NOL	polymorphic	1.666750482	1.333249518	0	5.028916269e-4
SARSCOV2	ORF1ab	1	1644	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1645	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1646	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1647	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1648	NOL	polymorphic	1.999496982	0.9997484909	0	0
SARSCOV2	ORF1ab	1	1649	NOL	polymorphic	1.999496982	0.9997484909	0	0
SARSCOV2	ORF1ab	1	1650	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1651	NOL	polymorphic	2.665995976	0.333249497	0	0
SARSCOV2	ORF1ab	1	1652	NOL	polymorphic	2.666498994	0.333501006	5.030181087e-4	0
SARSCOV2	ORF1ab	1	1653	NOL	polymorphic	2.000083836	0.9999161636	5.030181087e-4	0
SARSCOV2	ORF1ab	1	1654	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1655	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1656	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1657	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1658	NOL	polymorphic	2	1	0	5.030181087e-4
SARSCOV2	ORF1ab	1	1659	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1660	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1661	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1662	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1663	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1664	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1665	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1666	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1667	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1668	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1669	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1670	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1671	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1672	NOL	polymorphic	2.666666667	0.3333333333	0	5.028916269e-4
SARSCOV2	ORF1ab	1	1673	NOL	polymorphic	2.665996144	0.3332495181	0	0.002511296089
SARSCOV2	ORF1ab	1	1674	NOL	polymorphic	2.499371385	0.4998742771	0	0
SARSCOV2	ORF1ab	1	1675	NOL	polymorphic	2	1	0	5.027652086e-4
SARSCOV2	ORF1ab	1	1676	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1677	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1678	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1679	NOL	polymorphic	2	1	5.042864347e-4	0
SARSCOV2	ORF1ab	1	1680	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1681	NOL	polymorphic	2.332745147	0.6664986136	0	0
SARSCOV2	ORF1ab	1	1682	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1683	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1684	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1685	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1686	NOL	polymorphic	2.333501599	0.6664984015	0.001009336233	0
SARSCOV2	ORF1ab	1	1687	NOL	polymorphic	2.666498444	0.3335015561	5.046681807e-4	0
SARSCOV2	ORF1ab	1	1688	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1689	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1690	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1691	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1692	NOL	polymorphic	1.99991591	1.00008409	5.045408678e-4	0
SARSCOV2	ORF1ab	1	1693	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1694	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1695	NOL	polymorphic	1.666834677	1.333165323	0	5.040322581e-4
SARSCOV2	ORF1ab	1	1696	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1697	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1698	NOL	polymorphic	2	1	5.039052658e-4	0
SARSCOV2	ORF1ab	1	1699	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1700	NOL	polymorphic	2	1	0	5.039052658e-4
SARSCOV2	ORF1ab	1	1701	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	1702	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1703	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1704	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1705	NOL	polymorphic	1.999496095	0.9997480474	0	0
SARSCOV2	ORF1ab	1	1706	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1707	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1708	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1709	NOL	polymorphic	2.666666667	0.3333333333	0	5.037783375e-4
SARSCOV2	ORF1ab	1	1710	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1711	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	1712	NOL	polymorphic	2	1	5.039052658e-4	0
SARSCOV2	ORF1ab	1	1713	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1714	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1715	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1716	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1717	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1718	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	1719	NOL	polymorphic	2.665994793	0.3332493491	0	0
SARSCOV2	ORF1ab	1	1720	NOL	polymorphic	2.665994624	0.333249328	0	0
SARSCOV2	ORF1ab	1	1721	NOL	polymorphic	1.999495968	0.9997479839	0	0
SARSCOV2	ORF1ab	1	1722	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1723	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1724	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1725	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1726	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1727	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1728	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1729	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	1730	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1731	NOL	polymorphic	2.000083963	0.9999160369	5.037783375e-4	0
SARSCOV2	ORF1ab	1	1732	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1733	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1734	NOL	polymorphic	2.000125976	0.9998740237	5.039052658e-4	0.001007556547
SARSCOV2	ORF1ab	1	1735	NOL	polymorphic	2.332745592	0.6664987406	0	0
SARSCOV2	ORF1ab	1	1736	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1737	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1738	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1739	NOL	polymorphic	1.999496349	0.9997481743	0	0
SARSCOV2	ORF1ab	1	1740	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1741	NOL	conserved	2.333333333	0.6666666667	0	0
SARSCOV2	ORF1ab	1	1742	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1743	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1744	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	1745	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1746	NOL	conserved	2.166666667	0.8333333333	0	0
SARSCOV2	ORF1ab	1	1747	NOL	polymorphic	2	1	0	5.036514732e-4
SARSCOV2	ORF1ab	1	1748	NOL	polymorphic	2.333249391	0.6667506086	5.036514732e-4	0
SARSCOV2	ORF1ab	1	1749	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1750	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1751	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1752	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	1753	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1754	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1755	NOL	conserved	2.5	0.5	0	0
SARSCOV2	ORF1ab	1	1756	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1757	NOL	polymorphic	2.666666667	0.3333333333	0	5.037783375e-4
SARSCOV2	ORF1ab	1	1758	NOL	polymorphic	2.666666667	0.3333333333	0	5.039052658e-4
SARSCOV2	ORF1ab	1	1759	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1760	NOL	polymorphic	2.000083963	0.9999160369	5.037783375e-4	0
SARSCOV2	ORF1ab	1	1761	NOL	polymorphic	2.000083984	0.9999160158	5.039052658e-4	0
SARSCOV2	ORF1ab	1	1762	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1763	NOL	conserved	2.666666667	0.3333333333	0	0
SARSCOV2	ORF1ab	1	1764	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1765	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1766	NOL	polymorphic	2.666666667	0.3333333333	5.039052658e-4	0
SARSCOV2	ORF1ab	1	1767	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1768	NOL	polymorphic	1.999496095	0.9997480474	0	0
SARSCOV2	ORF1ab	1	1769	NOL	polymorphic	2.999160792	8.392077878e-4	0.002515087354	0
SARSCOV2	ORF1ab	1	1770	NOL	polymorphic	2.000335683	0.9996643169	0.001006795744	0
SARSCOV2	ORF1ab	1	1771	NOL	conserved	3	0	0	0
SARSCOV2	ORF1ab	1	1772	NOL	conserved	2	1	0	0
SARSCOV2	ORF1ab	1	1773	NOL	conserved	2	1	0	0
